ID_Detail,ID_Struk,ID Menu,Tanggal,Jam,Nama_Menu,Metode,Status,Qty,Harga_Satuan,Subtotal
eccacc91,5b939364,,07/05/2026,17.25.00,Air Mineral,QRIS,Selesai,1,5000,5000
c836041d,53276aa2,,08/05/2026,11.35.00,Kopi Susu Gula Aren Dingin,QRIS,Selesai,1,20000,20000
d6d59238,dc396b65,,08/05/2026,12.06.00,Sanger Dingin,CASH,Selesai,1,15000,15000
fd38a8d1,b89c89c8,,08/05/2026,14.46.00,Sanger Panas,CASH,Selesai,1,15000,15000
a1dd2883,7448ad6b,,08/05/2026,16.20.00,Sanger Panas,CASH,Selesai,2,15000,30000
f0d18a01,a98efeb0,,09/05/2026,11.21.00,Air Mineral,CASH,Selesai,1,5000,5000
ad8d33d6,9a5b7993,,09/05/2026,13.31.00,Sanger Dingin,CASH,Selesai,1,15000,15000
37c111c7,9a5b7993,,09/05/2026,13.31.00,Badak,CASH,Selesai,1,10000,10000
533f3641,c088dacd,,09/05/2026,13.43.00,Badak,QRIS,Selesai,1,10000,10000
7a3f3c07,802323d4,,09/05/2026,13.46.00,Segala Tempe Original,CASH,Selesai,1,15000,15000
3d185e4f,87d0bd4a,,09/05/2026,17.04.00,Americano Panas,CASH,Selesai,1,12000,12000
18a944b3,57aa1faf,,09/05/2026,17.20.00,Badak,CASH,Selesai,1,10000,10000
e7e0cb02,ed6e9ee3,,10/05/2026,00.00.00,Teh Manis/Tawar Dingin,CASH,Selesai,3,8000,24000
d71bf430,60789737,,10/05/2026,10.45.00,Sanger Dingin,CASH,Selesai,1,13000,13000
f081fa5c,60789737,,10/05/2026,10.45.00,Americano Dingin,CASH,Selesai,1,10000,10000
213f1fae,bff4c6b0,,10/05/2026,10.57.00,Sanger Panas,CASH,Selesai,1,13000,13000
176dff6b,42805e6f,,10/05/2026,11.58.00,Latte Panas,CASH,Selesai,1,18000,18000
9162b280,9f985acb,,10/05/2026,11.59.00,Kopi Susu Gula Aren Dingin,CASH,Selesai,1,20000,20000
c0e6a750,9f985acb,,10/05/2026,11.59.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
abb55ba8,4da093b0,,10/05/2026,00.00.00,Latte Panas,CASH,Selesai,1,18000,18000
535bbd11,4da093b0,,10/05/2026,00.00.00,Air Mineral,CASH,Selesai,1,5000,5000
3a737bd0,8184dfcd,,10/05/2026,00.00.00,Kopi Susu Gula Aren Dingin,CASH,Selesai,1,20000,20000
f5aa4f15,fb8fa687,,10/05/2026,13.54.00,Kopi Susu Gula Aren Panas,CASH,Selesai,1,20000,20000
b7a14469,8d6998e5,,10/05/2026,00.00.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
485142bc,e6daffbb,,10/05/2026,15.05.00,Sanger Dingin,CASH,Selesai,1,15000,15000
c541452e,38716c7b,,10/05/2026,15.23.00,Sanger Dingin,QRIS,Selesai,1,15000,15000
46219efd,d1061b02,MN-06-01,11/05/2026,09.18.00,Kopi Susu Gula Aren Dingin,QRIS,Selesai,1,18000,18000
19818c71,51749785,MN-08-01,11/05/2026,09.33.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
f2254527,58590930,MN-01,11/05/2026,15.34.00,Air Mineral,CASH,Selesai,1,5000,5000
1629fc91,58590930,MN-05-02,11/05/2026,15.34.00,Sanger Panas,CASH,Selesai,1,15000,15000
9ab4b0ba,8c5e7c0b,MN-08-02,11/05/2026,16.15.00,Teh Manis/Tawar Panas,CASH,Selesai,2,8000,16000
368b350f,41ad95e3,MN-01,11/05/2026,16.41.00,Air Mineral,,,1,5000,5000
9a6cd6d1,4bcf68ad,MN-05-01,12/05/2026,09.19.00,Sanger Dingin,CASH,Selesai,1,13000,13000
53872520,2e8612e1,MN-08-02,12/05/2026,10.36.00,Teh Manis/Tawar Panas,QRIS,Selesai,2,8000,16000
09ad42ca,9fcd03dc,MN-08-01,12/05/2026,10.42.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
0283b2bd,2e8612e1,MN-03,12/05/2026,10.36.00,Badak Susu,QRIS,Selesai,2,15000,30000
f3dbd712,804341c4,MN-04-02,12/05/2026,12.46.00,Americano Panas,CASH,Selesai,1,12000,12000
923ffda5,faf9be63,MN-08-02,12/05/2026,16.32.00,Teh Manis/Tawar Panas,CASH,Selesai,1,8000,8000
d537f0cb,b79c38ba,MN-05-02,12/05/2026,16.34.00,Sanger Panas,CASH,Selesai,1,15000,15000
bc9f11a9,26af79ce,MN-05-02,13/05/2026,10.06.00,Sanger Panas,QRIS,Selesai,1,13000,13000
2dc6ea93,f7de25ba,MN-08-01,13/05/2026,10.40.00,Teh Manis/Tawar Dingin,QRIS,Selesai,1,8000,8000
6d6c63b8,14f3bf97,MN-03,13/05/2026,12.40.00,Badak Susu,CASH,Selesai,1,15000,15000
04cd189e,50214fdb,MN-01,13/05/2026,13.15.00,Air Mineral,QRIS,Selesai,1,5000,5000
90f4c42b,6b4b2571,MN-02,13/05/2026,13.53.00,Badak,CASH,Selesai,2,10000,20000
cf9cd209,8f5b634f,MN-03,13/05/2026,13.59.00,Badak Susu,CASH,Selesai,1,10000,10000
ed22251f,8559ac84,MN-01,13/05/2026,14.49.00,Air Mineral,CASH,Selesai,1,5000,5000
c90aa572,9bb1b8cd,MN-02,13/05/2026,15.23.00,Badak,CASH,Selesai,1,10000,10000
987eb267,306cbf59,MN-08-01,13/05/2026,00.00.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
2a04db1f,6b4b2571,MN-04-02,13/05/2026,13.53.00,Americano Panas,CASH,Selesai,1,12000,12000
096c0f1f,6b4b2571,MN-04-02,13/05/2026,13.53.00,Americano Panas,CASH,Selesai,1,12000,12000
ba27729a,6b4b2571,MN-01,13/05/2026,13.53.00,Air Mineral,CASH,Selesai,1,5000,5000
2173ec7c,8559ac84,MN-04-02,13/05/2026,14.49.00,Americano Panas,CASH,Selesai,1,12000,12000
f54a63d5,f7de25ba,MN-01,13/05/2026,10.40.00,Air Mineral,QRIS,Selesai,1,5000,5000
6be6fa36,da4ea40a,MN-03,14/05/2026,09.53.00,Badak Susu,CASH,Selesai,1,15000,15000
f39ef73e,da4ea40a,MN-08-01,14/05/2026,09.53.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
45ed50d9,97c894b2,MN-04-02,14/05/2026,10.22.00,Americano Panas,CASH,Selesai,1,10000,10000
d1e839e4,da4ea40a,MN-08-01,14/05/2026,09.53.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
1f4c85b9,cd4d51f5,MN-02,14/05/2026,10.53.00,Badak,CASH,Selesai,1,10000,10000
de71a313,d6efc3f8,MN-05-02,14/05/2026,11.40.00,Sanger Panas,CASH,Selesai,1,15000,15000
acf2ac80,821b1213,MN-02,14/05/2026,00.00.00,Badak,QRIS,Selesai,1,10000,10000
ac0b1e08,821b1213,MN-01,14/05/2026,00.00.00,Air Mineral,QRIS,Selesai,1,5000,5000
66c93dd2,24d3d83d,MN-05-02,14/05/2026,12.26.00,Sanger Panas,CASH,Selesai,1,0,0
c94a6f35,ba5f8c63,MN-08-01,14/05/2026,12.27.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,0,0
dfcc1ef0,67e002d4,MN-08-01,14/05/2026,14.08.00,Teh Manis/Tawar Dingin,CASH,Selesai,2,8000,16000
9f80761f,a4d3f831,MN-05-01,14/05/2026,14.39.00,Sanger Dingin,QRIS,Selesai,1,15000,15000
ab4938fc,a4d3f831,MN-01,14/05/2026,14.39.00,Air Mineral,QRIS,Selesai,1,5000,5000
67c8a1a7,4a4ee6f9,MN-05-01,14/05/2026,15.32.00,Sanger Dingin,CASH,Selesai,1,15000,15000
b270e5e4,4a4ee6f9,MN-03,14/05/2026,15.32.00,Badak Susu,CASH,Selesai,1,15000,15000
eace0522,76013445,MN-02,14/05/2026,15.34.00,Badak,CASH,Selesai,1,0,0
5118e0af,a562246f,MN-01,14/05/2026,16.37.00,Air Mineral,CASH,Selesai,1,5000,5000
22ed291c,2d55b077,MN-03,14/05/2026,16.40.00,Badak Susu,CASH,Selesai,1,15000,15000
a597d8df,c7d0fae1,MN-02,14/05/2026,17.20.00,Badak,CASH,Selesai,1,10000,10000
6408b50f,c7d0fae1,MN-04-02,14/05/2026,17.20.00,Americano Panas,CASH,Selesai,1,12000,12000
8d6a157f,51f03cc0,MN-01,15/05/2026,09.39.00,Air Mineral,CASH,Selesai,1,5000,5000
e6cb0e21,8d119e1d,MN-01,15/05/2026,09.35.00,Air Mineral,CASH,Selesai,1,5000,5000
98d5f3c7,dc4f71c9,MN-05-02,15/05/2026,10.09.00,Sanger Panas,QRIS,Selesai,1,13000,13000
ec030ccc,73cade6c,MN-05-01,15/05/2026,11.30.00,Sanger Dingin,CASH,Selesai,1,15000,15000
c102ff5f,21d9f82f,MN-08-01,15/05/2026,11.37.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,0,0
4ab7d5f8,36f56794,MN-03,15/05/2026,14.01.00,Badak Susu,CASH,Selesai,1,15000,15000
ef9a5da4,2123c1cf,MN-05-02,15/05/2026,14.03.00,Sanger Panas,CASH,Selesai,1,15000,15000
26b32bdc,5b4e4114,MN-05-02,15/05/2026,14.05.00,Sanger Panas,CASH,Selesai,1,15000,15000
47633f15,5b4e4114,MN-05-01,15/05/2026,14.05.00,Sanger Dingin,CASH,Selesai,1,15000,15000
173868da,66389591,MN-05-01,15/05/2026,14.52.00,Sanger Dingin,CASH,Selesai,1,15000,15000
8e394d46,3e53c328,MN-05-02,15/05/2026,15.15.00,Sanger Panas,CASH,Selesai,1,0,0
48dc1708,b9acd93d,MN-04-02,15/05/2026,19.40.00,Americano Panas,,,10,,0
77b06eb3,3cc60cf8,MN-05-02,16/05/2026,10.01.00,Sanger Panas,CASH,Selesai,1,10000,10000
9aea72bb,bad3bdde,MN-08-02,16/05/2026,10.01.00,Teh Manis/Tawar Panas,CASH,Selesai,1,0,0
a08c5b77,bf6d14b9,MN-05-02,16/05/2026,10.41.00,Sanger Panas,CASH,Selesai,1,13000,13000
99cc1d98,1b16e2a8,MN-01,16/05/2026,14.27.00,Air Mineral,CASH,Selesai,1,5000,5000
8902c050,ef280388,MN-01,16/05/2026,14.55.00,Air Mineral,CASH,Selesai,1,5000,5000
1f0b5bce,5133ada6,MN-05-01,16/05/2026,15.23.00,Sanger Dingin,CASH,Selesai,1,0,0
ff35f5c7,0eba5fad,MN-01,17/05/2026,08.26.00,Air Mineral,CASH,Selesai,1,5000,5000
df3f3d54,9450743f,MN-01,17/05/2026,09.52.00,Air Mineral,CASH,Selesai,1,5000,5000
b1a59f22,9450743f,MN-08-02,17/05/2026,09.52.00,Teh Manis/Tawar Panas,CASH,Selesai,1,8000,8000
4ff3a0ae,1b632a76,MN-08-01,17/05/2026,10.25.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
1bd9796e,cb0e1d76,MN-05-02,17/05/2026,12.11.00,Sanger Panas,CASH,Selesai,1,15000,15000
15bfcf2c,cb0e1d76,MN-01,17/05/2026,00.00.00,Air Mineral,CASH,Selesai,1,5000,5000
34e22d0d,312d34e9,MN-03,17/05/2026,00.00.00,Badak Susu,QRIS,Selesai,1,15000,15000
fc3dd661,312d34e9,MN-04-02,17/05/2026,00.00.00,Americano Panas,QRIS,Selesai,1,12000,12000
cf7a71bc,312d34e9,MN-05-01,17/05/2026,00.00.00,Sanger Dingin,QRIS,Selesai,1,15000,15000
2199c39a,b8458a5b,MN-01,17/05/2026,14.37.00,Air Mineral,CASH,Selesai,1,0,0
10de5ce6,6782d3c5,MN-05-02,17/05/2026,14.59.00,Sanger Panas,CASH,Selesai,1,15000,15000
e0b07089,77aa8b2d,MN-04-02,17/05/2026,16.13.00,Americano Panas,CASH,Selesai,1,12000,12000
ec272979,43d4c7bd,MN-02,17/05/2026,15.46.00,Badak,QRIS,Selesai,1,10000,10000
ec350336,616cad32,MN-04-02,17/05/2026,16.27.00,Americano Panas,CASH,Selesai,1,12000,12000
5a007b7d,897ffffe,MN-05-01,17/05/2026,17.28.00,Sanger Dingin,CASH,Selesai,1,15000,15000
0ee34b3c,7a826197,MN-08-02,18/05/2026,08.48.00,Teh Manis/Tawar Panas,CASH,Selesai,1,8000,8000
877ac7cb,73d568b1,MN-08-02,18/05/2026,08.50.00,Teh Manis/Tawar Panas,CASH,Selesai,2,8000,16000
646fd5f7,0dc356f0,MN-05-02,18/05/2026,10.20.00,Sanger Panas,CASH,Selesai,1,0,0
7c2de544,419cffa2,MN-05-02,18/05/2026,10.53.00,Sanger Panas,CASH,Selesai,1,13000,13000
0fda71ae,458df6e0,MN-05-02,18/05/2026,15.22.00,Sanger Panas,QRIS,Selesai,1,15000,15000
d2855247,5c04f843,MN-04-02,18/05/2026,16.42.00,Americano Panas,CASH,Selesai,1,12000,12000
aa1747ea,d6b51238,MN-08-01,19/05/2026,12.28.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
0b17a74b,f0846ec3,MN-05-02,19/05/2026,14.38.00,Sanger Panas,CASH,Selesai,1,15000,15000
b7943c98,87dda1e2,MN-03,19/05/2026,14.40.00,Badak Susu,CASH,Selesai,1,15000,15000
971899c4,184f8b26,MN-02,19/05/2026,15.46.00,Badak,CASH,Selesai,1,10000,10000
542d1062,a1e90ecb,MN-03,19/05/2026,16.46.00,Badak Susu,CASH,Selesai,1,15000,15000
452c35d8,00e7aab3,MN-05-02,19/05/2026,18.34.00,Sanger Panas,CASH,Selesai,2,,0
77a1435d,5349be08,MN-05-02,20/05/2026,00.00.00,Sanger Panas,CASH,Selesai,1,13000,13000
38308c62,33ddda8a,MN-05-01,20/05/2026,13.20.00,Sanger Dingin,CASH,Selesai,1,0,0
c60974b7,df795558,MN-01,20/05/2026,14.32.00,Air Mineral,CASH,Selesai,1,5000,5000
381c3ff8,df795558,MN-05-01,20/05/2026,14.32.00,Sanger Dingin,CASH,Selesai,1,15000,15000
573862cf,0f19a459,MN-05-01,20/05/2026,15.25.00,Sanger Dingin,CASH,Selesai,2,15000,30000
9f0f9e73,dfd6de6a,MN-02,20/05/2026,15.45.00,Badak,QRIS,Selesai,1,10000,10000
0fd8680d,5a7a9dfd,MN-05-01,20/05/2026,16.32.00,Sanger Dingin,CASH,Selesai,1,15000,15000
ef2591de,45d6310b,MN-08-01,20/05/2026,16.35.00,Teh Manis/Tawar Dingin,CASH,Selesai,2,8000,16000
0f000a50,8a3cb277,MN-05-01,20/05/2026,16.52.00,Sanger Dingin,QRIS,Selesai,1,15000,15000
8272cb7a,c86b737f,MN-05-02,21/05/2026,09.50.00,Sanger Panas,CASH,Selesai,1,13000,13000
73bb8625,7a6ca67d,MN-04-01,21/05/2026,00.00.00,Americano Dingin,QRIS,Selesai,1,10000,10000
be601d6e,3b5ce4d1,MN-04-01,21/05/2026,12.07.00,Americano Dingin,QRIS,Selesai,1,12000,12000
0f86de7f,9b3a66c0,MN-04-01,21/05/2026,12.23.00,Americano Dingin,CASH,Selesai,1,12000,12000
2c84ca94,01fcab80,MN-08-01,21/05/2026,14.58.00,Teh Manis/Tawar Dingin,QRIS,Selesai,3,8000,24000
67c952fc,01fcab80,MN-05-01,21/05/2026,14.58.00,Sanger Dingin,QRIS,Selesai,1,15000,15000
e09cc524,df4a38b6,MN-04-02,21/05/2026,15.22.00,Americano Panas,CASH,Selesai,1,13000,13000
1dfc3c98,27ceea21,MN-05-01,21/05/2026,15.32.00,Sanger Dingin,CASH,Selesai,1,0,0
283966bd,b857d235,MKN-01,21/05/2026,18.49.00,Ayam Penyet,CASH,Selesai,1,25000,25000
1cdd4674,3e3ec473,CML-01,22/05/2026,08.21.00,Segala Tempe,CASH,Selesai,1,15000,15000
44a795a9,007db6f0,MN-05-02,22/05/2026,10.12.00,Sanger Panas,CASH,Selesai,1,0,0
dc28d835,81330af4,MN-05-02,22/05/2026,10.50.00,Sanger Panas,QRIS,Selesai,1,13000,13000
fabbe772,42971261,MN-05-01,22/05/2026,13.35.00,Sanger Dingin,CASH,Selesai,1,10000,10000
3c98f043,20b14f01,MN-05-01,22/05/2026,13.44.00,Sanger Dingin,QRIS,Selesai,2,15000,30000
33ef9ba2,36d18419,MN-05-01,22/05/2026,15.29.00,Sanger Dingin,CASH,Selesai,1,10000,10000
d369daef,6ca8fef6,MN-05-01,22/05/2026,15.31.00,Sanger Dingin,CASH,Selesai,1,15000,15000
9f7a2e81,6ca8fef6,MN-08-01,22/05/2026,15.31.00,Teh Manis/Tawar Dingin,CASH,Selesai,2,8000,16000
9d2b3189,cd09d3fd,MN-05-01,22/05/2026,17.20.00,Sanger Dingin,CASH,Selesai,1,0,0
6a259f54,7b26247c,MN-05-01,22/05/2026,17.44.00,Sanger Dingin,CASH,Selesai,1,15000,15000
3fa7a74b,7b26247c,MN-08-02,22/05/2026,17.44.00,Teh Manis/Tawar Panas,CASH,Selesai,1,8000,8000
8452c881,5cd55280,MN-08-01,22/05/2026,00.00.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
5274ebff,5cd55280,MN-01,22/05/2026,00.00.00,Air Mineral,CASH,Selesai,1,5000,5000
79f372f1,1423a8d2,MN-02,23/05/2026,14.07.00,Badak,CASH,Selesai,1,10000,10000
c4840a09,1423a8d2,MN-08-01,23/05/2026,14.07.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
2ab72ea1,c8c8e464,MN-08-02,23/05/2026,14.19.00,Teh Manis/Tawar Panas,CASH,Selesai,1,8000,8000
e207bdc7,ac2f95df,MN-02,23/05/2026,14.36.00,Badak,CASH,Selesai,1,10000,10000
b50fa8c3,82b33810,MN-03,23/05/2026,15.48.00,Badak Susu,CASH,Selesai,1,15000,15000
a50d980d,584144b7,MN-02,23/05/2026,15.50.00,Badak,QRIS,Selesai,1,10000,10000
6605233f,44d68afb,MN-03,23/05/2026,16.00.00,Badak Susu,CASH,Selesai,1,15000,15000
2a425dc4,2f67b433,MN-03,23/05/2026,16.26.00,Badak Susu,CASH,Selesai,1,15000,15000
f6bc81fa,a0482efc,,23/05/2026,16.47.00,,CASH,Selesai,,,0
28bf9f2a,61c339d2,MN-02,23/05/2026,17.22.00,Badak,CASH,Selesai,1,10000,10000
115db751,fb80b553,MN-05-02,24/05/2026,09.13.00,Sanger Panas,CASH,Selesai,1,0,0
a515c1f9,f4b55c3f,MN-08-02,24/05/2026,10.19.00,Teh Manis/Tawar Panas,CASH,Selesai,2,0,0
684eb5fb,a6260996,MN-01,24/05/2026,10.26.00,Air Mineral,QRIS,Selesai,1,5000,5000
e24d03be,a6260996,MN-05-02,24/05/2026,10.26.00,Sanger Panas,QRIS,Selesai,1,13000,13000
9f8f5ea8,a6260996,CML-02,24/05/2026,10.26.00,Sosis Goreng,QRIS,Selesai,1,12000,12000
4ea7d4d2,31ef732f,MN-04-01,24/05/2026,10.46.00,Americano Dingin,QRIS,Selesai,1,10000,10000
7e0cd207,e48f810f,MN-05-01,24/05/2026,10.47.00,Sanger Dingin,QRIS,Selesai,1,13000,13000
1e77d257,1bde4630,MN-05-02,24/05/2026,10.49.00,Sanger Panas,CASH,Selesai,1,13000,13000
3482c188,1bde4630,MN-01,24/05/2026,10.49.00,Air Mineral,CASH,Selesai,1,5000,5000
e9858efe,cd152260,MN-05-02,24/05/2026,11.15.00,Sanger Panas,CASH,Selesai,1,13000,13000
238d5580,f91e52b1,MN-05-02,24/05/2026,11.32.00,Sanger Panas,CASH,Selesai,1,15000,15000
01ffc63d,4c82f514,MN-05-02,24/05/2026,12.57.00,Sanger Panas,CASH,Selesai,1,15000,15000
3c8f89bb,dbeb2dc6,MN-05-01,24/05/2026,14.53.00,Sanger Dingin,CASH,Selesai,1,0,0
abe1a381,946c4463,MN-05-01,24/05/2026,15.13.00,Sanger Dingin,CASH,Selesai,1,15000,15000
f037882f,22dd12fe,MN-05-01,24/05/2026,15.58.00,Sanger Dingin,CASH,Selesai,1,0,0
1b6d7139,22dd12fe,MN-08-01,24/05/2026,15.58.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,0,0
2a0235d4,05b11e4a,MN-05-02,24/05/2026,16.50.00,Sanger Panas,CASH,Selesai,1,15000,15000
764b50f3,40e059d5,MN-03,24/05/2026,17.25.00,Badak Susu,CASH,Selesai,1,15000,15000
b40ab991,999c1382,MN-04-02,25/05/2026,08.34.00,Americano Panas,CASH,Selesai,1,10000,10000
cdcaf0dd,fcda0121,CML-01,25/05/2026,00.00.00,Segala Tempe,CASH,Selesai,2,15000,30000
e83955f2,4775890f,MN-05-02,25/05/2026,11.21.00,Sanger Panas,CASH,Selesai,2,15000,30000
57784173,9dec343a,MN-05-01,25/05/2026,11.30.00,Sanger Dingin,QRIS,Selesai,1,15000,15000
301fba4e,62305878,MN-02,25/05/2026,12.49.00,Badak,QRIS,Selesai,1,10000,10000
96899746,c93766f2,MN-08-01,25/05/2026,12.50.00,Teh Manis/Tawar Dingin,,,2,,0
ffa5867b,3b6d3bbd,MN-05-02,25/05/2026,13.01.00,Sanger Panas,,,1,10000,10000
1beb77c5,aa750543,dc7fae08,25/05/2026,13.02.00,Indomie kuah,QRIS,Selesai,1,12000,12000
455822a6,5be63d78,MN-02,25/05/2026,13.08.00,Badak,QRIS,Selesai,1,10000,10000
dbe13d3e,2bc5440e,MN-02,25/05/2026,13.48.00,Badak,QRIS,Selesai,1,10000,10000
fa39a835,872516df,MN-08-02,26/05/2026,08.59.00,Teh Manis/Tawar Panas,CASH,Selesai,1,0,0
e0a01924,7b75b3fc,MN-08-01,26/05/2026,10.13.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,0,0
153a8027,4ba1bf08,MN-01,26/05/2026,10.49.00,Air Mineral,CASH,Selesai,2,5000,10000
1d1fa2e0,4ba1bf08,MN-02,26/05/2026,10.49.00,Badak,CASH,Selesai,1,10000,10000
73f8f75a,32ae4218,,26/05/2026,12.01.00,,QRIS,Selesai,,,0
99f7bf3b,b62b7510,65291edd,26/05/2026,00.00.00,Indomie kuah jumbo,CASH,Selesai,1,15000,15000
50dbbc13,b62b7510,MN-01,26/05/2026,00.00.00,Air Mineral,CASH,Selesai,1,5000,5000
7e1e73de,72a3d524,MN-01,26/05/2026,13.14.00,Air Mineral,CASH,Selesai,1,5000,5000
dbebcfdf,e3803493,MN-08-01,26/05/2026,13.15.00,Teh Manis/Tawar Dingin,,,1,,0
11ee00ca,67175bdf,MN-01,26/05/2026,13.21.00,Air Mineral,QRIS,Selesai,1,5000,5000
684f6b1a,19e28f9c,MN-02,26/05/2026,13.56.00,Badak,QRIS,Selesai,1,10000,10000
d645a39f,a1284a43,MN-02,26/05/2026,14.18.00,Badak,CASH,Selesai,1,10000,10000
ef465075,a1284a43,e772160a,26/05/2026,14.18.00,Indomie goreng jumbo,CASH,Selesai,1,15000,15000
f5a20b59,26dcd6d3,MN-05-01,26/05/2026,14.44.00,Sanger Dingin,CASH,Selesai,3,0,0
4b2f3c6c,b38224c2,MN-04-02,26/05/2026,16.01.00,Americano Panas,CASH,Selesai,1,0,0
54fa9ea7,b38224c2,MN-01,26/05/2026,16.01.00,Air Mineral,CASH,Selesai,1,0,0
a81bd421,115505d4,MN-01,26/05/2026,16.08.00,Air Mineral,CASH,Selesai,1,5000,5000
b52f24ec,d6f85628,MN-08-02,29/05/2026,08.18.00,Teh Manis/Tawar Panas,CASH,Selesai,2,0,0
e7fbdb18,306c7f14,MN-01,29/05/2026,00.00.00,Air Mineral,CASH,Selesai,1,5000,5000
84fc39b4,55531cbe,MN-05-02,29/05/2026,10.31.00,Sanger Panas,CASH,Selesai,1,13000,13000
cb5c48c5,c864d900,MN-02,29/05/2026,10.48.00,Badak,CASH,Selesai,1,10000,10000
cc6a4ff6,8edce482,MN-08-01,29/05/2026,11.37.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,0,0
1377046e,c864d900,MN-01,29/05/2026,10.48.00,Air Mineral,CASH,Selesai,3,5000,15000
,,,,,,,,,,
927c48e5,069e361b,MN-05-01,29/05/2026,14.00.00,Sanger Dingin,CASH,Selesai,1,15000,15000
78973828,fa3c778a,MN-05-02,29/05/2026,00.00.00,Sanger Panas,QRIS,Selesai,1,15000,15000
6d02fdb6,c864d900,MN-05-01,29/05/2026,10.48.00,Sanger Dingin,CASH,Selesai,1,15000,15000
dd21092c,e041aec8,MN-05-01,29/05/2026,14.25.00,Sanger Dingin,CASH,Selesai,1,0,0
a8a052ea,5a036139,MN-05-02,29/05/2026,14.28.00,Sanger Panas,CASH,Selesai,2,0,0
7c644760,fa3c778a,MN-01,29/05/2026,00.00.00,Air Mineral,QRIS,Selesai,1,5000,5000
80c65e9e,ba97aa9c,MN-05-02,29/05/2026,14.38.00,Sanger Panas,CASH,Selesai,1,0,0
4db33986,5bb18a0b,MN-04-01,29/05/2026,16.10.00,Americano Dingin,QRIS,Selesai,1,12000,12000
c9d8dad6,9a3e9bca,MN-08-01,29/05/2026,16.40.00,Teh Manis/Tawar Dingin,QRIS,Selesai,1,8000,8000
15ce9268,9a3e9bca,MN-05-01,29/05/2026,16.40.00,Sanger Dingin,QRIS,Selesai,1,15000,15000
c33cfe3c,5aafa52e,MN-08-01,30/05/2026,10.10.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
00a2a087,b273aa28,MN-05-02,30/05/2026,11.00.00,Sanger Panas,CASH,Selesai,1,0,0
3deb4767,e9f47dfe,MN-04-02,30/05/2026,11.03.00,Americano Panas,CASH,Selesai,2,0,0
7b04a5d9,1584ee44,MN-04-02,30/05/2026,11.08.00,Americano Panas,CASH,Selesai,1,12000,12000
89ae339f,1584ee44,MN-01,30/05/2026,11.08.00,Air Mineral,CASH,Selesai,2,5000,10000
c1f2fb89,428c9a31,MN-05-02,30/05/2026,11.36.00,Sanger Panas,,,1,10000,10000
e2bf768d,a87018eb,MN-08-01,30/05/2026,11.54.00,Teh Manis/Tawar Dingin,QRIS,Selesai,1,8000,8000
f80873ee,e55c68d3,MN-08-01,30/05/2026,12.12.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
77f694eb,91dbc4fe,MN-08-01,30/05/2026,12.22.00,Teh Manis/Tawar Dingin,CASH,Selesai,1,8000,8000
b3c78171,3b0022a3,MN-01,30/05/2026,00.00.00,Air Mineral,CASH,Selesai,1,5000,5000
768129c3,3b0022a3,MN-04-02,30/05/2026,00.00.00,Americano Panas,CASH,Selesai,1,12000,12000
b4868575,84ac47fe,MN-02,30/05/2026,13.21.00,Badak,QRIS,Selesai,2,10000,20000
ccf56c39,41fd9915,MN-05-01,30/05/2026,13.37.00,Sanger Dingin,CASH,Selesai,1,15000,15000
f877b675,9af23938,MN-02,30/05/2026,16.59.00,Badak,CASH,Selesai,1,10000,10000
9ada383c,b8b880f2,MN-04-02,30/05/2026,17.25.00,Americano Panas,CASH,Selesai,1,12000,12000
358809fe,f02dc233,MN-04-01,30/05/2026,17.25.00,Americano Dingin,CASH,Selesai,1,12000,12000
2505680b,f02dc233,dc7fae08,30/05/2026,17.25.00,Indomie kuah,CASH,Selesai,1,12000,12000
,,,,,,,,,,
1c9ec410,a53b58c1,MN-05-02,30/05/2026,17.25.00,Sanger Panas,CASH,Selesai,1,15000,15000
42115803,c3d42be7,MN-05-01,31/05/2026,09.29.00,Sanger Dingin,QRIS,Selesai,1,13000,13000
5196fdf3,ddbb4d14,MN-03,31/05/2026,09.55.00,Badak Susu,CASH,Selesai,1,15000,15000
fa3fe418,c2ffaa57,MN-05-01,31/05/2026,10.04.00,Sanger Dingin,CASH,Selesai,1,,0
c4b3ce25,2f5f0611,MN-01,31/05/2026,10.21.00,Air Mineral,CASH,Selesai,1,5000,5000
