ID_Keluar (Key),Tanggal,ID_Detail,ID Bahan Baku,Nama Bahan Baku,Jumlah_Keluar
e8f2ca24,06/05/2026 00:00:00,ce6856e2,BMK-06,Kentang,100
0b5388fe,06/05/2026 00:00:00,ce6856e2,BMK-09,Minyak Goreng,10
cba209ba,06/05/2026 00:00:00,7fb9a34a,BK-01,Biji Kopi,36
e7e9ee47,06/05/2026 00:00:00,7fb9a34a,BK-02,SKM,50
2e0bc1a3,06/05/2026 00:00:00,6c25ab46,BK-01,Biji Kopi,18
c48fcc95,06/05/2026 00:00:00,6c25ab46,BK-02,SKM,25
34371139,06/06/2026 00:00:00,28ae9d22,MB-01,Le Mineral,1
9ca0e9f1,06/06/2026 00:00:00,aca6d694,BK-01,Biji Kopi,18
50d62f5a,06/06/2026 00:00:00,aca6d694,BK-02,SKM,25
,,,,,
,,,,,
,,,,,
,,,,,
7527f0f4,06/06/2026 00:00:00,3ea1177b,BK-01,Biji Kopi,18
a7931254,06/06/2026 00:00:00,3ea1177b,BK-02,SKM,25
565cbf10,06/06/2026 00:00:00,3d34d1f7,BK-06,Teh,1
aa064442,06/06/2026 00:00:00,3d34d1f7,BK-04,Gula Putih,25
a3320b41,06/06/2026 00:00:00,193562df,BK-01,Biji Kopi,18
758ccc22,06/06/2026 00:00:00,193562df,BK-02,SKM,25
fcdad73f,06/06/2026 00:00:00,a1c8e35f,BK-01,Biji Kopi,54
be1cf0b2,06/06/2026 00:00:00,a1c8e35f,BK-02,SKM,75
27a34b0d,06/06/2026 00:00:00,7734c22f,BMK-06,Kentang,100
1fe1fc66,06/06/2026 00:00:00,7734c22f,BMK-09,Minyak Goreng,10
471886bf,06/06/2026 00:00:00,ba69f90c,MB-01,Le Mineral,1
16899ab7,06/06/2026 00:00:00,338d327a,BMK-08,Indomie Goreng,2
98a09fd1,06/06/2026 00:00:00,338d327a,BMK-09,Minyak Goreng,10
9f1b9713,06/06/2026 00:00:00,338d327a,BMK-10,Telur,1
,,,,,
8c81de85,06/06/2026 00:00:00,e63d96c6,MB-01,Le Mineral,1
72ca63b3,06/06/2026 00:00:00,0f906ee7,BK-01,Biji Kopi,18
df07d2ae,06/07/2026 00:00:00,40c4da06,BMK-08,Indomie Goreng,1
e8b04de6,06/07/2026 00:00:00,40c4da06,BMK-09,Minyak Goreng,10
4c2ccdf3,06/07/2026 00:00:00,40c4da06,BMK-10,Telur,1
427b8f30,06/07/2026 00:00:00,6be32808,BK-01,Biji Kopi,18
60452c6e,06/07/2026 00:00:00,6be32808,BK-02,SKM,25
b7250c00,06/07/2026 00:00:00,79b41929,BK-01,Biji Kopi,72
fee260f6,06/07/2026 00:00:00,0af2207d,BK-01,Biji Kopi,18
68a47a06,06/07/2026 00:00:00,0af2207d,BK-02,SKM,25
7b4dd75a,06/07/2026 00:00:00,1d9f3254,MB-02,Badak,1
8d3e8540,06/07/2026 00:00:00,1d9f3254,BK-02,SKM,30
72d9b100,06/07/2026 00:00:00,e4ee64c0,BMK-02,Nasi,100
41968922,06/07/2026 00:00:00,e4ee64c0,BMK-09,Minyak Goreng,10
146a1919,06/07/2026 00:00:00,e4ee64c0,BMK-10,Telur,1
3124f619,06/07/2026 00:00:00,e4ee64c0,BMK-01,Ayam,1
b679cb0b,06/07/2026 00:00:00,71a848d0,BK-01,Biji Kopi,18
e9f38e21,06/07/2026 00:00:00,71a848d0,BK-02,SKM,25
2e4afecc,06/07/2026 00:00:00,21092f73,BK-01,Biji Kopi,18
22d3a521,06/07/2026 00:00:00,21092f73,BK-02,SKM,25
dca222aa,06/07/2026 00:00:00,3fad9300,MB-01,Le Mineral,1
278531bd,06/07/2026 00:00:00,6c270fd4,BMK-07,Indomie Kuah,1
b0cd9a70,06/07/2026 00:00:00,6c270fd4,BMK-09,Minyak Goreng,10
b815e6fd,06/07/2026 00:00:00,6c270fd4,BMK-10,Telur,1
1cb977c9,06/08/2026 00:00:00,9b87520e,MB-01,Le Mineral,1
a8d29d10,06/08/2026 00:00:00,85c75003,BK-01,Biji Kopi,18
aa52a96e,06/08/2026 00:00:00,85c75003,BK-02,SKM,25
1493868d,06/08/2026 00:00:00,2adf21a3,BK-01,Biji Kopi,18
ef1ee553,06/08/2026 00:00:00,2adf21a3,BK-02,SKM,25
65127ba7,06/08/2026 00:00:00,8a4346fa,MB-01,Le Mineral,1
67fa2d43,06/09/2026 00:00:00,4295f123,MB-01,Le Mineral,1
b548e61c,06/09/2026 00:00:00,1b42cc05,BK-01,Biji Kopi,18
c2012108,06/09/2026 00:00:00,1b42cc05,BK-02,SKM,25
164f752f,06/09/2026 00:00:00,e87dfc3d,MB-01,Le Mineral,1
d0a7827e,06/09/2026 00:00:00,2ad182fb,BK-01,Biji Kopi,18
60a757fa,06/09/2026 00:00:00,2ad182fb,BK-02,SKM,25
5e96eac4,06/09/2026 00:00:00,0faa6c23,BK-01,Biji Kopi,18
2d586827,06/09/2026 00:00:00,0faa6c23,BK-02,SKM,25
f2a0184f,06/09/2026 00:00:00,9d8bb243,BK-01,Biji Kopi,18
60009cec,06/09/2026 00:00:00,c31aff79,BK-01,Biji Kopi,18
27468ae4,06/09/2026 00:00:00,c31aff79,BK-02,SKM,25
909f2f4a,06/09/2026 00:00:00,f9214a51,MB-02,Badak,1
5f65042c,06/10/2026 00:00:00,f5e54103,BK-01,Biji Kopi,18
e16ffa6e,06/10/2026 00:00:00,f5e54103,BK-02,SKM,25
143c1e8d,06/10/2026 00:00:00,642ca8e1,BK-01,Biji Kopi,18
45e092a6,06/10/2026 00:00:00,642ca8e1,BK-02,SKM,25
65a00627,06/10/2026 00:00:00,f1d8bcac,BK-01,Biji Kopi,18
9674a010,06/10/2026 00:00:00,f1d8bcac,BK-02,SKM,25
71486814,06/10/2026 00:00:00,88506d30,MB-01,Le Mineral,1
86522948,06/10/2026 00:00:00,890aa87d,MB-01,Le Mineral,1
87bd35d3,06/10/2026 00:00:00,922d36d8,BMK-07,Indomie Kuah,1
dbf7336d,06/10/2026 00:00:00,922d36d8,BMK-09,Minyak Goreng,10
1c01864c,06/10/2026 00:00:00,922d36d8,BMK-10,Telur,1
9e90d78c,06/11/2026 00:00:00,1c3948bd,MB-01,Le Mineral,1
2e7b934e,06/11/2026 00:00:00,5f5b9dad,BMK-08,Indomie Goreng,2
6ec9dcc8,06/11/2026 00:00:00,5f5b9dad,BMK-09,Minyak Goreng,10
00549bcf,06/11/2026 00:00:00,5f5b9dad,BMK-10,Telur,1
,,,,,
,,,,,
18028702,06/11/2026 00:00:00,a959b10e,BK-01,Biji Kopi,36
6f57dc47,06/11/2026 00:00:00,e1aee82f,BK-06,Teh,2
1790efd5,06/11/2026 00:00:00,e1aee82f,BK-04,Gula Putih,50
,,,,,
9bcf57e7,06/11/2026 00:00:00,75d47e20,BK-01,Biji Kopi,18
23f12b18,06/11/2026 00:00:00,75d47e20,BK-02,SKM,25
f12580f0,06/11/2026 00:00:00,c64fa1fe,BK-01,Biji Kopi,18
289206be,06/11/2026 00:00:00,c64fa1fe,BK-02,SKM,25
5e25b29d,06/11/2026 00:00:00,c6959b64,MB-02,Badak,1
242646de,06/12/2026 00:00:00,19939f7e,BK-01,Biji Kopi,18
48d79dc8,06/12/2026 00:00:00,19939f7e,BK-02,SKM,25
e974929e,06/12/2026 00:00:00,cd07ee06,BK-06,Teh,1
2ea3ecb6,06/12/2026 00:00:00,cd07ee06,BK-04,Gula Putih,25
ed6164e4,06/12/2026 00:00:00,77b1fb35,BK-01,Biji Kopi,18
a4d08254,06/12/2026 00:00:00,77b1fb35,BK-02,SKM,25
e041b353,06/12/2026 00:00:00,6c26ba83,BK-01,Biji Kopi,18
808fef13,06/12/2026 00:00:00,6c26ba83,BK-02,SKM,25
f19fadbd,06/12/2026 00:00:00,89d166f9,BK-01,Biji Kopi,18
b65e110f,06/12/2026 00:00:00,89d166f9,BK-02,SKM,25
b2ed20c9,06/13/2026 00:00:00,0a1441f2,BK-01,Biji Kopi,18
5f910425,06/13/2026 00:00:00,0a1441f2,BK-02,SKM,25
b46ac4c5,06/13/2026 00:00:00,2e2e5d46,MB-01,Le Mineral,1
d2f005f9,06/13/2026 00:00:00,64f6e1dd,MB-01,Le Mineral,1
fe6171d9,06/13/2026 00:00:00,16ca02ae,BK-01,Biji Kopi,18
7584f10f,06/13/2026 00:00:00,16ca02ae,BK-02,SKM,25
848a5d01,06/13/2026 00:00:00,8ade5fee,BMK-02,Nasi,100
ae99a780,06/13/2026 00:00:00,8ade5fee,BMK-09,Minyak Goreng,10
fe2516dc,06/13/2026 00:00:00,8ade5fee,BMK-10,Telur,1
4eff7e81,06/13/2026 00:00:00,8ade5fee,BMK-01,Ayam,1
43dd14da,06/13/2026 00:00:00,7bd49d26,BK-01,Biji Kopi,18
b59ecaf4,06/13/2026 00:00:00,7bd49d26,BK-02,SKM,25
1b1178c8,06/13/2026 00:00:00,6c21eaed,BK-01,Biji Kopi,18
35488235,06/13/2026 00:00:00,6c21eaed,BK-02,SKM,25
e0770939,06/13/2026 00:00:00,b29a5720,BK-01,Biji Kopi,18
a09f6119,06/13/2026 00:00:00,b29a5720,BK-02,SKM,25
ff0ca32e,06/13/2026 00:00:00,891c4267,BK-01,Biji Kopi,18
c83e6e1b,06/13/2026 00:00:00,891c4267,BK-02,SKM,25
8f75e902,06/13/2026 00:00:00,c41934f2,BK-06,Teh,1
d770fee2,06/13/2026 00:00:00,c41934f2,BK-04,Gula Putih,25
,,,,,
,,,,,
980f9f48,06/13/2026 00:00:00,805f7677,BK-01,Biji Kopi,18
c3e2014c,06/13/2026 00:00:00,805f7677,BK-02,SKM,25
8386b678,06/13/2026 00:00:00,f8633e80,MB-02,Badak,1
deacc7af,06/13/2026 00:00:00,a1ba0c46,MB-01,Le Mineral,1
9dcf5e4b,06/13/2026 00:00:00,ce84fa55,BK-01,Biji Kopi,18
ca6ed1e9,06/13/2026 00:00:00,ce84fa55,BK-02,SKM,25
1e2da99b,06/13/2026 00:00:00,01c8826b,MB-01,Le Mineral,1
1390a372,06/13/2026 00:00:00,8d7794e0,BK-01,Biji Kopi,18
199ce66e,06/13/2026 00:00:00,8d7794e0,BK-02,SKM,25
b0fea7ca,06/13/2026 00:00:00,bf9c3bcb,MB-01,Le Mineral,1
4a28a3fe,06/14/2026 00:00:00,91339966,BK-01,Biji Kopi,36
3dbef3ec,06/14/2026 00:00:00,91339966,BK-02,SKM,50
700332ac,06/14/2026 00:00:00,b76c7640,BK-01,Biji Kopi,18
67f54238,06/14/2026 00:00:00,b76c7640,BK-02,SKM,25
,,,,,
e51abf9a,06/14/2026 00:00:00,4d94e792,BK-01,Biji Kopi,18
620e7b59,06/14/2026 00:00:00,7e70a1b5,MB-02,Badak,1
dedba64a,06/14/2026 00:00:00,7e70a1b5,BK-02,SKM,30
3cbe3738,06/14/2026 00:00:00,e70f7707,BK-01,Biji Kopi,36
ecfcb4f4,06/14/2026 00:00:00,a896d3a8,BK-01,Biji Kopi,18
55c860e7,06/14/2026 00:00:00,a896d3a8,BK-02,SKM,25
0102945b,06/14/2026 00:00:00,38ee09c3,BK-01,Biji Kopi,36
c15c468b,06/14/2026 00:00:00,3f8ed5f6,MB-02,Badak,1
43270545,06/14/2026 00:00:00,7f195a87,BMK-06,Kentang,100
46380d72,06/14/2026 00:00:00,7f195a87,BMK-09,Minyak Goreng,10
f2906c82,06/14/2026 00:00:00,6f346e75,BK-01,Biji Kopi,18
ab8e370f,06/14/2026 00:00:00,6f346e75,BK-02,SKM,25
b209c453,06/14/2026 00:00:00,380dd5aa,BK-01,Biji Kopi,18
5d683a15,06/14/2026 00:00:00,380dd5aa,BK-02,SKM,25
0c844154,06/14/2026 00:00:00,b1cbb691,BMK-08,Indomie Goreng,1
88bf7765,06/14/2026 00:00:00,b1cbb691,BMK-09,Minyak Goreng,10
2d360835,06/14/2026 00:00:00,b1cbb691,BMK-10,Telur,1
78e3b8f4,06/15/2026 00:00:00,e54fa3df,BK-01,Biji Kopi,18
5106caf4,06/15/2026 00:00:00,e54fa3df,BK-02,SKM,25
d3fa8fb5,06/15/2026 00:00:00,7e1b8896,BK-01,Biji Kopi,18
14b113fc,06/15/2026 00:00:00,7e1b8896,BK-02,SKM,25
398c32bf,06/15/2026 00:00:00,59f105fc,BK-01,Biji Kopi,18
424fbeec,06/15/2026 00:00:00,59f105fc,BK-02,SKM,25
a83c22db,06/15/2026 00:00:00,484817c4,MB-01,Le Mineral,2
b8558ad0,06/16/2026 00:00:00,6c84959f,BK-06,Teh,1
0a467816,06/16/2026 00:00:00,6c84959f,BK-04,Gula Putih,25
49105040,06/16/2026 00:00:00,c26a9649,BK-01,Biji Kopi,18
e9a2798a,06/16/2026 00:00:00,c26a9649,BK-02,SKM,25
e7d47a2a,06/16/2026 00:00:00,6f063823,BK-01,Biji Kopi,18
8c79e6ca,06/16/2026 00:00:00,6f063823,BK-02,SKM,25
61ec2ff5,06/16/2026 00:00:00,a1c95cb0,MB-01,Le Mineral,1
50f3944a,06/16/2026 00:00:00,ff135e9b,BK-01,Biji Kopi,18
9d8f6d48,06/16/2026 00:00:00,ff135e9b,BK-02,SKM,25
edeaa130,06/16/2026 00:00:00,eab92234,BK-01,Biji Kopi,18
18f0c072,06/16/2026 00:00:00,eab92234,BK-02,SKM,25
3cad4ee0,06/16/2026 00:00:00,d3212d21,BK-01,Biji Kopi,18
8af5bd27,06/16/2026 00:00:00,f8057e34,BK-01,Biji Kopi,18
a22b3b96,06/16/2026 00:00:00,f8057e34,BK-02,SKM,25
f2fa22b6,06/16/2026 00:00:00,868b6806,MB-01,Le Mineral,1
895e85e2,06/16/2026 00:00:00,bc22d88f,BK-01,Biji Kopi,18
ef8a8787,06/16/2026 00:00:00,bc22d88f,BK-02,SKM,25
34c64d3b,06/16/2026 00:00:00,ae75d82c,BK-06,Teh,1
d40038e8,06/16/2026 00:00:00,ae75d82c,BK-04,Gula Putih,25
f55ccdd7,06/16/2026 00:00:00,4456bbe9,MB-02,Badak,1
10970f51,06/16/2026 00:00:00,8de820a7,MB-02,Badak,1
8768d44f,06/16/2026 00:00:00,8de820a7,BK-02,SKM,30
67d58976,06/16/2026 00:00:00,dabe3569,BK-01,Biji Kopi,18
34dc8ad6,06/16/2026 00:00:00,dabe3569,BK-02,SKM,25
45240f59,06/16/2026 00:00:00,150998a1,MB-02,Badak,1
,,,,,
c1e2fd68,06/16/2026 00:00:00,96d6737d,BK-01,Biji Kopi,18
76afd4a7,06/16/2026 00:00:00,96d6737d,BK-02,SKM,25
1f8e588c,06/16/2026 00:00:00,a4bf5281,BK-01,Biji Kopi,18
923785f9,06/16/2026 00:00:00,3e751d73,BK-01,Biji Kopi,18
4ff64544,06/16/2026 00:00:00,32b52fd2,BK-01,Biji Kopi,36
5aa94248,06/16/2026 00:00:00,32b52fd2,BK-02,SKM,50
bbe8cedd,06/17/2026 00:00:00,b1b7815a,BK-01,Biji Kopi,18
4d551080,06/17/2026 00:00:00,b1b7815a,BK-02,SKM,25
38e5b2d4,06/17/2026 00:00:00,68911209,BK-01,Biji Kopi,18
409de8b6,06/17/2026 00:00:00,68911209,BK-02,SKM,25
8d6785ff,06/17/2026 00:00:00,c7a276b6,BK-01,Biji Kopi,18
033dfbca,06/17/2026 00:00:00,c7a276b6,BK-02,SKM,25
1b6bd854,06/17/2026 00:00:00,9e26254d,MB-01,Le Mineral,1
98501392,06/18/2026 00:00:00,4e380ead,BK-01,Biji Kopi,18
894f8c58,06/18/2026 00:00:00,4e380ead,BK-02,SKM,25
358b57eb,06/18/2026 00:00:00,75fc6d2f,BK-01,Biji Kopi,18
42b2d4f8,06/18/2026 00:00:00,75fc6d2f,BK-02,SKM,25
8acda913,06/18/2026 00:00:00,a0e3e076,BK-01,Biji Kopi,18
633eeb86,06/18/2026 00:00:00,5c5bc722,BK-01,Biji Kopi,18
55d39f75,06/18/2026 00:00:00,5c5bc722,BK-02,SKM,25
9255e5fa,06/18/2026 00:00:00,5cc632e6,BK-06,Teh,1
6fb17623,06/18/2026 00:00:00,5cc632e6,BK-04,Gula Putih,25
baaced3e,06/18/2026 00:00:00,4de18cc5,BK-01,Biji Kopi,18
6890f6bd,06/18/2026 00:00:00,4de18cc5,BK-02,SKM,25
5405e2d2,06/18/2026 00:00:00,5e3fd2e3,MB-01,Le Mineral,1
6540e9cc,06/19/2026 00:00:00,2b603c46,BK-01,Biji Kopi,18
2caa22c8,06/19/2026 00:00:00,125a86dd,MB-02,Badak,1
edd7213e,06/20/2026 00:00:00,76762ee8,BMK-07,Indomie Kuah,1
47a5ed5b,06/20/2026 00:00:00,76762ee8,BMK-09,Minyak Goreng,10
17373d86,06/20/2026 00:00:00,76762ee8,BMK-10,Telur,1
563d9a2a,06/20/2026 00:00:00,59e3c872,BK-06,Teh,2
340d9139,06/20/2026 00:00:00,59e3c872,BK-04,Gula Putih,50
2e327c1a,06/20/2026 00:00:00,eaf9b1c7,BK-06,Teh,1
f3ce345f,06/20/2026 00:00:00,eaf9b1c7,BK-04,Gula Putih,25
2bdc1f49,06/20/2026 00:00:00,c84e55fc,BK-01,Biji Kopi,18
64ac90a9,06/20/2026 00:00:00,c84e55fc,BK-02,SKM,25
e2fbc2e8,06/20/2026 00:00:00,ab46a8d0,BK-01,Biji Kopi,18
71476365,06/20/2026 00:00:00,ab46a8d0,BK-02,SKM,25
f40d3586,06/20/2026 00:00:00,3be8e3a5,BK-01,Biji Kopi,18
731a24bf,06/20/2026 00:00:00,3be8e3a5,BK-02,SKM,25
52e3157b,06/20/2026 00:00:00,7ab465fd,BK-01,Biji Kopi,18
01cfa583,06/20/2026 00:00:00,7ab465fd,BK-02,SKM,25
4ccec5c2,06/20/2026 00:00:00,b8c9b6a5,MB-02,Badak,1
c154de29,06/20/2026 00:00:00,537d2375,BK-01,Biji Kopi,18
838e0cdb,06/20/2026 00:00:00,537d2375,BK-02,SKM,25
d6bf9df1,06/20/2026 00:00:00,595ee357,BK-01,Biji Kopi,18
a23807e3,06/20/2026 00:00:00,6cb102f7,BK-06,Teh,1
4bb71e01,06/20/2026 00:00:00,6cb102f7,BK-04,Gula Putih,25
f8e24dfd,06/20/2026 00:00:00,b8be7ad8,BMK-06,Kentang,100
4a753a2c,06/20/2026 00:00:00,b8be7ad8,BMK-09,Minyak Goreng,10
2b210e3f,06/20/2026 00:00:00,2d54c44f,BK-01,Biji Kopi,18
330688f3,06/20/2026 00:00:00,2d54c44f,BK-02,SKM,25
32035d66,06/20/2026 00:00:00,4b32a92f,BK-01,Biji Kopi,18
51fd54f1,06/20/2026 00:00:00,4b32a92f,BK-02,SKM,25
2990bada,06/20/2026 00:00:00,2019b2ac,MB-01,Le Mineral,1
c135d05b,06/21/2026 00:00:00,71cd3a31,BK-01,Biji Kopi,18
61902431,06/21/2026 00:00:00,684eae1f,BK-01,Biji Kopi,18
3d4a2135,06/21/2026 00:00:00,66680f9c,BK-01,Biji Kopi,18
b11d53eb,06/21/2026 00:00:00,66680f9c,BK-02,SKM,25
39d35125,06/21/2026 00:00:00,d51bc677,BK-01,Biji Kopi,18
a3af278b,06/21/2026 00:00:00,d51bc677,BK-02,SKM,25
f573d9de,06/21/2026 00:00:00,b3b04f27,MB-01,Le Mineral,1
320c5934,06/21/2026 00:00:00,84e2228f,BK-01,Biji Kopi,18
0b5f6d79,06/21/2026 00:00:00,acbda7a5,BK-01,Biji Kopi,18
f02d33e1,06/21/2026 00:00:00,acbda7a5,BK-02,SKM,25
a38fc533,06/21/2026 00:00:00,fadd94d3,BK-01,Biji Kopi,18
2db9fdb4,06/21/2026 00:00:00,fadd94d3,BK-02,SKM,25
a27d04b1,06/21/2026 00:00:00,f5e932e2,MB-01,Le Mineral,1
92ccae7b,06/21/2026 00:00:00,fbd79b26,BK-01,Biji Kopi,18
229a1089,06/21/2026 00:00:00,fbd79b26,BK-02,SKM,25
2bd067df,06/21/2026 00:00:00,6918165a,MB-02,Badak,1
da008139,06/21/2026 00:00:00,6918165a,BK-02,SKM,30
cb2d74a6,06/21/2026 00:00:00,29ca783a,BK-01,Biji Kopi,18
581ed3a4,06/21/2026 00:00:00,29ca783a,BK-02,SKM,25
5f901a9c,06/21/2026 00:00:00,cdb7e5d4,BK-01,Biji Kopi,36
5d31fe4c,06/21/2026 00:00:00,cdb7e5d4,BK-02,SKM,50
898610c3,06/21/2026 00:00:00,e99ef505,BK-06,Teh,1
760660cd,06/21/2026 00:00:00,e99ef505,BK-04,Gula Putih,25
182ad1d7,06/21/2026 00:00:00,d32dfb63,MB-02,Badak,2
41f034d1,06/21/2026 00:00:00,d32dfb63,BK-02,SKM,60
0768cfa7,06/21/2026 00:00:00,dc03698c,BK-01,Biji Kopi,36
0bcd5f23,06/21/2026 00:00:00,dc03698c,BK-02,SKM,50
b117e7f8,06/22/2026 00:00:00,45b17141,MB-01,Le Mineral,1
5c08c9f5,06/22/2026 00:00:00,073ae843,BK-06,Teh,1
b570bd1f,06/22/2026 00:00:00,073ae843,BK-04,Gula Putih,25
44459f7b,06/22/2026 00:00:00,b66f507f,BK-06,Teh,1
6d0bf5ca,06/22/2026 00:00:00,b66f507f,BK-04,Gula Putih,25
8419cea8,06/22/2026 00:00:00,7e3c50ba,BMK-07,Indomie Kuah,1
88725777,06/22/2026 00:00:00,7e3c50ba,BMK-09,Minyak Goreng,10
a60ea29e,06/22/2026 00:00:00,7e3c50ba,BMK-10,Telur,1
3ba732f6,06/22/2026 00:00:00,d0b5298a,BK-06,Teh,3
4745ae9d,06/22/2026 00:00:00,d0b5298a,BK-04,Gula Putih,75
,,,,,
,,,,,
,,,,,
65f7f569,06/22/2026 00:00:00,e4b8b29a,BMK-02,Nasi,100
c6ba76a4,06/22/2026 00:00:00,e4b8b29a,BMK-02,Nasi,100
3659a237,06/22/2026 00:00:00,e4b8b29a,BMK-09,Minyak Goreng,10
9f139ba9,06/22/2026 00:00:00,e4b8b29a,BMK-10,Telur,1
c002630c,06/22/2026 00:00:00,97e77d00,BMK-08,Indomie Goreng,1
50bce7fc,06/22/2026 00:00:00,97e77d00,BMK-09,Minyak Goreng,10
cf2e2b97,06/22/2026 00:00:00,97e77d00,BMK-10,Telur,1
49993628,06/22/2026 00:00:00,447b0279,BMK-07,Indomie Kuah,1
7e6377c8,06/22/2026 00:00:00,447b0279,BMK-09,Minyak Goreng,10
943ecc5f,06/22/2026 00:00:00,447b0279,BMK-10,Telur,1
a459a7d7,06/22/2026 00:00:00,f0c611bb,BK-01,Biji Kopi,18
1608534a,06/22/2026 00:00:00,f0c611bb,BK-02,SKM,25
4d753035,06/22/2026 00:00:00,a2b8537c,BK-01,Biji Kopi,18
3bb20a09,06/22/2026 00:00:00,a2b8537c,BK-02,SKM,25
9b1f20c7,06/22/2026 00:00:00,0598c5e1,BK-01,Biji Kopi,18
9d060b9f,06/22/2026 00:00:00,0598c5e1,BK-02,SKM,25
059b6cb1,06/22/2026 00:00:00,15c3f7ff,BMK-08,Indomie Goreng,2
b39a795e,06/22/2026 00:00:00,15c3f7ff,BMK-09,Minyak Goreng,20
2b33ff01,06/22/2026 00:00:00,15c3f7ff,BMK-10,Telur,2
45311c66,06/22/2026 00:00:00,742cf45b,BK-06,Teh,2
0f135374,06/22/2026 00:00:00,742cf45b,BK-04,Gula Putih,50
1b6b5161,06/23/2026 00:00:00,fea3ea61,BK-01,Biji Kopi,18
f5b54783,06/23/2026 00:00:00,5064b5a4,BK-06,Teh,1
b1a2ca8f,06/23/2026 00:00:00,5064b5a4,BK-04,Gula Putih,25
b099832b,06/23/2026 00:00:00,e91c30f0,BK-01,Biji Kopi,18
1c79e5bc,06/23/2026 00:00:00,e91c30f0,BK-02,SKM,25
26186699,06/23/2026 00:00:00,120a9c97,BK-01,Biji Kopi,18
d32b4649,06/23/2026 00:00:00,120a9c97,BK-02,SKM,25
a0c0dbdf,06/23/2026 00:00:00,05d96bea,BK-01,Biji Kopi,18
24045ac2,06/23/2026 00:00:00,05d96bea,BK-02,SKM,25
1f140fc2,06/23/2026 00:00:00,3a8599fa,BK-01,Biji Kopi,18
bfb8f15f,06/23/2026 00:00:00,d9586757,BK-06,Teh,1
c90eea06,06/23/2026 00:00:00,d9586757,BK-04,Gula Putih,25
e70feb6d,06/23/2026 00:00:00,79d3d412,MB-02,Badak,1
30602ecf,06/23/2026 00:00:00,8a724021,BK-01,Biji Kopi,18
da29eea9,06/23/2026 00:00:00,8a724021,BK-02,SKM,25
10e4de4f,06/24/2026 00:00:00,0d4f007c,BK-01,Biji Kopi,18
0833cd7d,06/24/2026 00:00:00,0d4f007c,BK-02,SKM,25
7f608ff0,06/25/2026 00:00:00,cc02d9b7,BK-01,Biji Kopi,18
0ed467af,06/25/2026 00:00:00,cc02d9b7,BK-02,SKM,25
c5baccd1,06/25/2026 00:00:00,83465f56,BK-01,Biji Kopi,18
8b43f61d,06/25/2026 00:00:00,be24297c,BK-01,Biji Kopi,18
1ea9ed6f,06/25/2026 00:00:00,ddfe37a8,MB-01,Le Mineral,1
7abdf231,06/25/2026 00:00:00,3e36fe5b,BK-01,Biji Kopi,18
d0421f58,06/25/2026 00:00:00,3e36fe5b,BK-02,SKM,25
e2ceff25,06/25/2026 00:00:00,f6475ad5,BK-01,Biji Kopi,18
63e34cc2,06/25/2026 00:00:00,f6475ad5,BK-02,SKM,25
8c120c65,06/25/2026 00:00:00,d8463004,MB-01,Le Mineral,1
2bdddee6,06/26/2026 00:00:00,00ab8c57,MB-02,Badak,1
1805dd50,06/26/2026 00:00:00,00ab8c57,BK-02,SKM,30
1d565673,06/26/2026 00:00:00,9ce6d66b,MB-01,Le Mineral,1
ba0173f2,06/26/2026 00:00:00,9fe6915e,BK-01,Biji Kopi,18
f7e52609,06/26/2026 00:00:00,9fe6915e,BK-02,SKM,25
b45c2783,06/26/2026 00:00:00,88db920b,BK-01,Biji Kopi,18
6975b91d,06/26/2026 00:00:00,88db920b,BK-02,SKM,25
ec474927,06/26/2026 00:00:00,0b8f146c,BK-01,Biji Kopi,18
698be607,06/26/2026 00:00:00,0b8f146c,BK-02,SKM,25
,,,,,
,,,,,
,,,,,
,,,,,
caff1ae2,06/26/2026 00:00:00,06a5b1a8,BK-01,Biji Kopi,36
acbbdfb7,06/26/2026 00:00:00,06a5b1a8,BK-02,SKM,50
2acb0269,06/26/2026 00:00:00,3f1e1e79,BMK-04,Nugget,100
c4017633,06/26/2026 00:00:00,3f1e1e79,BMK-09,Minyak Goreng,10
,,,,,
89c3f36b,06/26/2026 00:00:00,09bd9f94,BK-01,Biji Kopi,18
e62baf25,06/26/2026 00:00:00,09bd9f94,BK-02,SKM,25
409c1bcd,06/26/2026 00:00:00,dec95733,BK-01,Biji Kopi,18
c6f5c20f,06/26/2026 00:00:00,48712b08,MB-01,Le Mineral,1
6ed68a13,06/26/2026 00:00:00,1b0ca490,BK-01,Biji Kopi,36
6725eb91,06/26/2026 00:00:00,1b0ca490,BK-02,SKM,50
f4b490e0,06/26/2026 00:00:00,0113241e,MB-01,Le Mineral,1
c344a8ac,06/26/2026 00:00:00,25873d28,BMK-08,Indomie Goreng,1
c4ab0d8b,06/26/2026 00:00:00,25873d28,BMK-09,Minyak Goreng,10
ee47eeb0,06/26/2026 00:00:00,25873d28,BMK-10,Telur,1
bc4190b0,06/26/2026 00:00:00,e829c7bb,MB-01,Le Mineral,1
747abcfa,06/27/2026 00:00:00,b25c8b85,BK-01,Biji Kopi,18
c3a6c741,06/27/2026 00:00:00,b25c8b85,BK-02,SKM,25
ae8f605c,06/27/2026 00:00:00,970c4869,BK-01,Biji Kopi,18
9021884f,06/27/2026 00:00:00,970c4869,BK-02,SKM,25
bdabaf25,06/27/2026 00:00:00,32bbe18d,MB-01,Le Mineral,1
